Date,Amount,Description,Keyword,Merchant,Category,Exception
3/2/20,-55.5,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
2/2/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
1/2/20,-0.24,Debit Excess Interest,DebitExcessInterest,DebitInterest,Interest,
1/2/20,-5.59,Debit Interest,DebitInterest,DebitInterest,Interest,
1/2/20,-0.16,Debit Interest Adjusted Value Date: 01/01/2020,DebitInterest,DebitInterest,Interest,
1/2/20,0.05,Debit Interest Adjusted Value Date: 01/01/2020,DebitInterest,DebitInterest,Interest,
31/1/20,10214.99,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
30/1/20,-35,Direct Debit 085236 MISSION AU MISAUS2622762088,MissionAu,MissionAustrlia,Charity,
30/1/20,-30,Lindt Birkenhead Pt Drummoyne NS AUS Card xx0118 Value Date: 27/01/2020,,,,
29/1/20,-69,Nike Drummoyne Drummoyne AU AUS Card xx0118 Value Date: 27/01/2020,,,,
29/1/20,-4.8,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 25/01/2020,TransportForNSW,TransportForNSW,PublicTransport,
28/1/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295066,SolarNaturally,SolarNaturally,House-Solar,
28/1/20,-15,Overdrawing Approval Fee For overdrawing that occurred 24/01/20,OverdrawingApprovalFee,CBA,BankingFee,
27/1/20,500,Transfer from xx0322 CB TabletApp,Transferfromxx0322NetBank,NetBankSaver,Saving,
24/1/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C027690996,Nissan,Nissan,Car,
24/1/20,-3.73,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 23/01/2020,TransportForNSW,TransportForNSW,PublicTransport,
23/1/20,-206.7,SYDNEY WATER NetBank BPAY 45435 56127690008 WTRBLL PMNT3 JAN20,,,,
23/1/20,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0118 Value Date: 22/01/2020,TransportForNSW,TransportForNSW,PublicTransport,
22/1/20,-1000,Wdl ATM CBA ATM KING &CLRNCE B NSW 203202 AUS,cbaatm,CBA,Cashout,
20/1/20,-2240,Loan Repayment LN REPAY 696849781,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
19/1/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
17/1/20,-47.26,Direct Debit 438972 Powershop 828869562 16485806,Powershop,Powershop,Energy,
16/1/20,-27.5,Syd Aprt Intnl Carp50 Sydney NS AUS Card xx0118 Value Date: 12/01/2020,,,,
15/1/20,-94.09,WOOLWORTHS 1561 KELLYVILLE AU Card xx0118,Woolworths,Woolworths,Groceries,
14/1/20,2500,Transfer from xx0322 NetBank Save Back,Transferfromxx0322NetBank,NetBankSaver,Saving,
13/1/20,-64.95,Direct Debit 125202 humm by Certegy E00000001143295061,SolarNaturally,SolarNaturally,House-Solar,
13/1/20,-286.98,Direct Debit 372582 Nissan Financial 00432222C027513893,Nissan,Nissan,Car,
12/1/20,-40,SYD INT APORT FLORIST MASCOT NSW AU,,,,
11/1/20,-62.6,ALDI STORES - NORTH KE KELLYVILLE AU Cash Out $50.00 Purchase $12.60,Aldi,Aldi,Groceries,
8/1/20,-94.99,Direct Debit 142619 TPG Internet DK180JEQM2X-03JWSW,TPG,TPG,Internet,
8/1/20,-8.16,TOP RYDE CITY SHOPPING RYDE NS AUS Card xx0118 Value Date: 05/01/2020,,,,
8/1/20,-37.5,COFFEE CLUB RYDE NS AUS Card xx0118 Value Date: 05/01/2020,COFFEECLUBRYDE,CoffeeClub,Restaurant,
7/1/20,-1942,Loan Repayment LN REPAY 697448517,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
7/1/20,-206.7,SYDNEY WATER NetBank BPAY 45435 56127690008 WTRBLL PMNT2 JAN20,,,,
6/1/20,-100,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
5/1/20,-14.21,BAHAR PERSIAN FOOD RYDE NSW AU,BaharPersianSupermarket,BaharPersianSupermarket,Groceries,
5/1/20,-12.99,THE GROWERS PTY LTD RYDE AU Card xx0118,,,,
5/1/20,-26.74,ALDI STORES - RYDE RYDE AU Card xx0118,Aldi,Aldi,Groceries,
5/1/20,-5.81,THE GROWERS PTY LTD RYDE AU Card xx0118,,,,
5/1/20,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
4/1/20,1000,Transfer from xx0322 NetBank Save back,Transferfromxx0322NetBank,NetBankSaver,Saving,
4/1/20,-4433.27,Transfer to xx2892 NetBank CRDTBLLDUE04JAN20,xx2892,CBA,CreditCardRepayment,
3/1/20,-340,SEC*ICURE PTY LTD GRANVILLE NS AUS Card xx6201 Value Date: 31/12/2019,,,,
3/1/20,-4.5,RINGO AUSTRALIA PL NORTH RYDE AUS Card xx6201 Value Date: 27/12/2019,,,,
3/1/20,-35.7,BROOKS BROTHERS BHP DRUMMOYNE AUS Card xx6201 Value Date: 27/12/2019,,,,
3/1/20,-47.7,BROOKS BROTHERS BHP DRUMMOYNE AUS Card xx6201 Value Date: 27/12/2019,,,,
3/1/20,-19.4,Syd Aprt Intnl Carp50 Sydney NS AUS Card xx6201 Value Date: 28/12/2019,,,,
3/1/20,-3.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 01/01/2020,TransportForNSW,TransportForNSW,PublicTransport,
2/1/20,-8,Direct Debit 125202 humm by Certegy A00000001169259471,SolarNaturally,SolarNaturally,House-Solar,
1/1/20,-3000,Transfer to xx0322 CB TabletApp saving,Transfertoxx0322NetBank,NetBankSaver,Saving,
1/1/20,-1.92,Debit Interest,DebitInterest,DebitInterest,Interest,
1/1/20,-41.96,GAZ MAN PTY LTD DRUMMOYNE NS AUS Card xx6201 Value Date: 27/12/2019,,,,
31/12/19,-4.5,WOOLWORTHS W1129 NORTH RYDE AU Card xx6201,Woolworths,Woolworths,Groceries,
31/12/19,-7,YUN ZHOU INVESTMENT NORTH RYDE AU Card xx6201,,,,
31/12/19,-274.99,KATHMANDU PTY LIMITE NORTH RYDE AU,Kathmandu,Kathmandu,Shopping,
31/12/19,10215.01,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
31/12/19,-81.3,ALDI STORES - NORTH KE KELLYVILLE AU,Aldi,Aldi,Groceries,
31/12/19,2000,Transfer from xx0322 CB TabletApp,Transferfromxx0322NetBank,NetBankSaver,Saving,
31/12/19,-289.15,BUNNINGS 339000 CASTLE HILL AU Card xx6201,Bunnings,Bunnings,House-Tools,
31/12/19,-138.98,BUNNINGS 339000 CASTLE HILL AU Card xx6201,Bunnings,Bunnings,House-Tools,
31/12/19,-22.98,PHARMACY FOCUS KELLY KELLYVILLE NS AUS Card xx6201 Value Date: 27/12/2019,Pharmacy-Focus,Pharmacy-Focus,Medical-Medicine,
31/12/19,-129,MYER MACQUARIE NORTH RYDE NS AUS Card xx6201 Value Date: 27/12/2019,Myer,Myer,Shopping,
30/12/19,-35,Direct Debit 085236 MISSION AU MISAUS2599965702,MissionAu,MissionAustrlia,Charity,
30/12/19,-64.95,Direct Debit 125202 humm by Certegy E00000001143295056,SolarNaturally,SolarNaturally,House-Solar,
30/12/19,-286.98,Direct Debit 372582 Nissan Financial 00432222C027333435,Nissan,Nissan,Car,
30/12/19,-29.5,MCDONALDS KVILLE NTH KELLYVILLE NSWAU,McDonalds,McDonalds,Restaurant,
28/12/19,-28.69,WOOLWORTHS 1561 KELLYVILLE AU Card xx6201,Woolworths,Woolworths,Groceries,
28/12/19,-69,ZINA ENTERPRISES PTY L CHURCH POINT AU Card xx6201,,,,
28/12/19,-92,ZINA ENTERPRISES PTY L CHURCH POINT AU Card xx6201,,,,
28/12/19,-6.07,Movenpick Darling Har Sydney NS AUS Card xx6201 Value Date: 24/12/2019,,,,
28/12/19,-3.94,DOYLESPYRMONT Pyrmont NS AUS Card xx6201 Value Date: 24/12/2019,,,,
28/12/19,-17.79,DOYLESPYRMONT Pyrmont NS AUS Card xx6201 Value Date: 24/12/2019,,,,
28/12/19,-105.65,DOYLESPYRMONT Pyrmont NS AUS Card xx6201 Value Date: 24/12/2019,,,,
28/12/19,-27.5,Syd Aprt Intnl Carp50 Sydney NS AUS Card xx6201 Value Date: 22/12/2019,,,,
28/12/19,-4.8,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 25/12/2019,TransportForNSW,TransportForNSW,PublicTransport,
27/12/19,-1000,Wdl ATM CBA ATM BIRKENHEAD PT NSW 215798 AUS,cbaatm,CBA,Cashout,
27/12/19,-26,ROSE TURKISH GOZLEME H DRUMMOYNE AU Card xx6201,RoseTurkishGozleme,RoseTurkishGozleme,Restaurant,
27/12/19,-9.22,WOOLWORTHS W1129 NORTH RYDE AU Card xx6201,Woolworths,Woolworths,Groceries,
27/12/19,-6.75,GKR SUN SPICE KELLYVILLE AU Card xx6201,,,,
25/12/19,-40.5,WILSON PARKING SYD139 SYDNEY NS AUS Card xx6201 Value Date: 22/12/2019,WilsonParking,WilsonParking,Car-Parking,
25/12/19,-81.81,OPERA KITCHEN SYDNEY NS AUS Card xx6201 Value Date: 21/12/2019,,,,
25/12/19,-57.29,KELLYVILLE EGGS KELLYVILLE NS AUS Card xx6201 Value Date: 21/12/2019,KellyvilleEggs,KellyvilleEggs,Groceries,
25/12/19,-20,XTREME COMMUNICATION MASCOT NS AUS Card xx6201 Value Date: 22/12/2019,,,,
24/12/19,-206.7,SYDNEY WATER NetBank BPAY 45435 56127690008 WTRBLL PMNT1 DEC19,,,,
24/12/19,1000,Transfer from xx0322 NetBank Bck4ChrstmsGft,Transferfromxx0322NetBank,NetBankSaver,Saving,
24/12/19,-1000,Wdl ATM CBA ATM GEORGE &MRKT A NSW 200501 AUS,cbaatm,CBA,Cashout,
24/12/19,-13.9,MAD MEX FRESH MEXICA SYDNEY AU Card xx6201,MadMex,MadMex,Restaurant,
24/12/19,-1000,Wdl ATM CBA ATM GEORGE &MRKT A NSW 200501 AUS,cbaatm,CBA,Cashout,
24/12/19,-27.5,Syd Aprt Intnl Carp50 Sydney NS AUS Card xx6201 Value Date: 19/12/2019,,,,
23/12/19,-60,TRANSPORTFORNSW OPAL CHIPPENDALE AU Card xx6201,TransportForNSW,TransportForNSW,PublicTransport,
23/12/19,3000,Transfer from xx0322 NetBank For MD Tix,Transferfromxx0322NetBank,NetBankSaver,Saving,
22/12/19,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
21/12/19,-24.98,BUNNINGS 339000 CASTLE HILL AU Card xx6201,Bunnings,Bunnings,House-Tools,
21/12/19,-23.95,OPORTO NEWTOWN NEWTOWN NS AUS Card xx6201 Value Date: 19/12/2019,Oporto,Oporto,Restaurant,
20/12/19,-186.57,ALDI STORES - NORTH KE KELLYVILLE AU Cash Out $40.00 Purchase $146.57,Aldi,Aldi,Groceries,
20/12/19,-10,TOMTIN PTY LTD SYDNEY NS AUS Card xx6201 Value Date: 18/12/2019,Tomtin(UrbanTastyFood),Tomtin(UrbanTastyFood),Restaurant,
19/12/19,-52.58,Direct Debit 279234 PAYPAL AUSTRALIA 1007500221751,paypal,Paypal,Paypal,
19/12/19,-2240,Loan Repayment LN REPAY 696849781,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
19/12/19,-111.52,BP LANE COVE 2212 LANE COVE AU,,,,
19/12/19,-30,KASART HAIR LINDFIELD NS AUS Card xx6201 Value Date: 16/12/2019,KasartHair,KasartHair,Beauty,
18/12/19,-6.89,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 17/12/2019,TransportForNSW,TransportForNSW,PublicTransport,
17/12/19,-100,Wdl ATM CBA ATM GEORGE &MRKT A NSW 200501 AUS,cbaatm,CBA,Cashout,
17/12/19,-1000,Transfer to xx4024 NetBank Saving December 19,xx4024,CBA-OffsetAccount,Saving,
17/12/19,-3000,Transfer to xx0322 NetBank mom and dad,Transfertoxx0322NetBank,NetBankSaver,Saving,
16/12/19,-64.95,Direct Debit 125202 humm by Certegy E00000001143295051,SolarNaturally,SolarNaturally,House-Solar,
16/12/19,-286.98,Direct Debit 372582 Nissan Financial 00432222C027146026,Nissan,Nissan,Car,
9/12/19,-94.99,Direct Debit 142619 TPG Internet DJC81M5LM9C-03JWSW,TPG,TPG,Internet,
9/12/19,-1942,Loan Repayment LN REPAY 697448517,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
8/12/19,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
6/12/19,-7.8,Cook & Phillip Sydney NS AUS Card xx6201 Value Date: 04/12/2019,,,,
5/12/19,-119.62,Direct Debit 279234 PAYPAL AUSTRALIA 1007355307704,paypal,Paypal,Paypal,
5/12/19,-751.57,Transfer to xx2892 NetBank CRDTBLLDUE09DEC19X,xx2892,CBA,CreditCardRepayment,
4/12/19,-20,GRILLD PTY LTD SYDNEY AU Card xx6201,,,,
4/12/19,-13.9,MAD MEX FRESH MEXICA SYDNEY AU Card xx6201,MadMex,MadMex,Restaurant,
4/12/19,-10,TOMTIN PTY LTD SYDNEY NS AUS Card xx6201 Value Date: 02/12/2019,Tomtin(UrbanTastyFood),Tomtin(UrbanTastyFood),Restaurant,
4/12/19,-13.85,SUBWAY MARKET STREET SYDNEY NS AUS Card xx6201 Value Date: 29/11/2019,Subway,Subway,Restaurant,
3/12/19,-45,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
3/12/19,-6,BUTTER SALT PEPPER SYDNEY NS AUS Card xx6201 Value Date: 29/11/2019,ButterSaltPepper,ButterSaltPepper,Restaurant,
2/12/19,-35,Direct Debit 085236 MISSION AU MISAUS2578500352,MissionAu,MissionAustrlia,Charity,
2/12/19,-72.95,Direct Debit 125202 humm by Certegy E00000001159150306,SolarNaturally,SolarNaturally,House-Solar,
2/12/19,-286.98,Direct Debit 372582 Nissan Financial 00432222C026970052,Nissan,Nissan,Car,
29/11/19,10215,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
28/11/19,-10,TOMTIN PTY LTD SYDNEY NS AUS Card xx6201 Value Date: 26/11/2019,Tomtin(UrbanTastyFood),Tomtin(UrbanTastyFood),Restaurant,
28/11/19,-22.26,PLINE PH 413 GEORGE S SYDNEY AUS Card xx6201 Value Date: 22/11/2019,PriceLinePharmacy,PriceLinePharmacy,Medical-Medicine,
27/11/19,-50.51,ALDI STORES - NORTH KE KELLYVILLE AU Cash Out $20.00 Purchase $30.51,Aldi,Aldi,Groceries,
27/11/19,200,Transfer From KARIMI S Concert - Concert,,,,
27/11/19,-13.4,Prince Alfred Park Surry Hills NS AUS Card xx6201 Value Date: 25/11/2019,,,,
26/11/19,-517.42,Direct Debit 279234 PAYPAL AUSTRALIA 1007248919104,paypal,Paypal,Paypal,
24/11/19,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
22/11/19,-90,Wdl ATM CBA ATM GEORGE &MRKT A NSW 200501 AUS,cbaatm,CBA,Cashout,
22/11/19,-3.99,SUNLITE HARDWARE PTY SYDNEY AU Card xx6201,,,,
22/11/19,-2.99,SUNLITE HARDWARE PTY SYDNEY AU Card xx6201,,,,
21/11/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 20/11/2019,TransportForNSW,TransportForNSW,PublicTransport,
20/11/19,-29.93,BUNNINGS 339000 CASTLE HILL AU Card xx6201,Bunnings,Bunnings,House-Tools,
20/11/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 19/11/2019,TransportForNSW,TransportForNSW,PublicTransport,
19/11/19,-2240,Loan Repayment LN REPAY 696849781,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
19/11/19,-80,TRANSPORTFORNSW OPAL CHIPPENDALE AU Card xx6201,TransportForNSW,TransportForNSW,PublicTransport,
18/11/19,-64.95,Direct Debit 125202 humm by Certegy E00000001143295041,SolarNaturally,SolarNaturally,House-Solar,
18/11/19,-286.98,Direct Debit 372582 Nissan Financial 00432222C026774390,Nissan,Nissan,Car,
17/11/19,-26,BUNNINGS 339000 CASTLE HILL AU Card xx6201,Bunnings,Bunnings,House-Tools,
17/11/19,-96.6,BUNNINGS 339000 CASTLE HILL AU Card xx6201,Bunnings,Bunnings,House-Tools,
15/11/19,-4.8,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 14/11/2019,TransportForNSW,TransportForNSW,PublicTransport,
14/11/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 13/11/2019,TransportForNSW,TransportForNSW,PublicTransport,
13/11/19,-6,BUTTER SALT PEPPER SYDNEY NS AUS Card xx6201 Value Date: 11/11/2019,ButterSaltPepper,ButterSaltPepper,Restaurant,
13/11/19,-4.8,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 12/11/2019,TransportForNSW,TransportForNSW,PublicTransport,
12/11/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 09/11/2019,TransportForNSW,TransportForNSW,PublicTransport,
10/11/19,-277.95,BUNNINGS 339000 CASTLE HILL AU Card xx6201,Bunnings,Bunnings,House-Tools,
10/11/19,-298,BUNNINGS 339000 CASTLE HILL AU Card xx6201,Bunnings,Bunnings,House-Tools,
10/11/19,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
8/11/19,-94.99,Direct Debit 142619 TPG Internet DJB80JO7AE1-03JWSW,TPG,TPG,Internet,
7/11/19,-1942,Loan Repayment LN REPAY 697448517,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
7/11/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 06/11/2019,TransportForNSW,TransportForNSW,PublicTransport,
6/11/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 05/11/2019,TransportForNSW,TransportForNSW,PublicTransport,
5/11/19,-483.59,Transfer to xx2892 NetBank CRDTBLLDUE05NOV19,xx2892,CBA,CreditCardRepayment,
5/11/19,-7.04,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 02/11/2019,TransportForNSW,TransportForNSW,PublicTransport,
4/11/19,-64.95,Direct Debit 125202 humm by Certegy E00000001143295036,SolarNaturally,SolarNaturally,House-Solar,
4/11/19,-45,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
4/11/19,-286.98,Direct Debit 372582 Nissan Financial 00432222C026591166,Nissan,Nissan,Car,
4/11/19,-13.9,MAD MEX FRESH MEXICA SYDNEY AU Card xx6201,MadMex,MadMex,Restaurant,
1/11/19,-1,Direct Debit 438972 Powershop 828869562 RA86S,Powershop,Powershop,Energy,
1/11/19,-8,Direct Debit 125202 humm by Certegy A00000001150039036,SolarNaturally,SolarNaturally,House-Solar,
1/11/19,-4.37,Debit Interest,DebitInterest,DebitInterest,Interest,
1/11/19,-0.04,Debit Interest Adjusted Value Date: 01/10/2019,DebitInterest,DebitInterest,Interest,
1/11/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 31/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
31/10/19,10214.99,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
31/10/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 30/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
30/10/19,-35,Direct Debit 085236 MISSION AU MISAUS2553673590,MissionAu,MissionAustrlia,Charity,
29/10/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 26/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
27/10/19,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
26/10/19,-8.6,MCDONALDS PADSTOW PADSTOW NSWAU,McDonalds,McDonalds,Restaurant,
25/10/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 24/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
24/10/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 23/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
23/10/19,-153,TYRRELLS VINEYARDS P POKOLBIN NS AUS Card xx6201 Value Date: 20/10/2019,Tyrrells,Tyrrells,Drinks,
23/10/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 22/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
21/10/19,-64.95,Direct Debit 125202 humm by Certegy E00000001143295031,SolarNaturally,SolarNaturally,House-Solar,
21/10/19,-286.98,Direct Debit 372582 Nissan Financial 00432222C026400593,Nissan,Nissan,Car,
21/10/19,-2240,Loan Repayment LN REPAY 696849781,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
21/10/19,-62.25,ALDI STORES - NORTH KE KELLYVILLE AU Card xx6201,Aldi,Aldi,Groceries,
21/10/19,-1084.56,CBHS HEALTH FUND LTD NetBank BPAY 999797 392003380 CBHSBLLDUE19OCT19,CBHS,CBHS,Medical-Insurance,
21/10/19,-382,The Hills Shre Cncl NetBank BPAY 4374 2132454 CNCLRTSDUE30NOV19,,,,
21/10/19,3000,Transfer from xx4024 NetBank BackTmpSave Oct19,xx4024,CBA-OffsetAccount,Saving,
20/10/19,-308.97,ALDI STORES - TUGGERAH TUGGERAH AU,Aldi,Aldi,Groceries,
19/10/19,-4.8,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 18/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
18/10/19,-55,KASART HAIR LINDFIELD NS AUS Card xx6201 Value Date: 15/10/2019,KasartHair,KasartHair,Beauty,
17/10/19,-13.78,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 16/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
16/10/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 15/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
15/10/19,-9.5,LANTERN XPRESS SYDNEY NS AUS Card xx6201 Value Date: 10/10/2019,LANTERNXPRESS,LANTERN,Restaurant,
15/10/19,-11.21,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 12/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
13/10/19,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
12/10/19,-33.08,ALDI STORES - NORTH KE KELLYVILLE AU Card xx6201,Aldi,Aldi,Groceries,
12/10/19,-318.29,BUNNINGS 339000 CASTLE HILL AU Card xx6201,Bunnings,Bunnings,House-Tools,
12/10/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 11/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
11/10/19,1161.27,Direct Credit 012721 ATO ATO001100011178942,,,,
10/10/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 09/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
9/10/19,36.99,Return COSTCO WHOLESALE AUSTR MARSDEN PARK AU Card xx6201,,,,
9/10/19,-236.9,COSTCO WHOLESALE AUSTR MARSDEN PARK AU Card xx6201,,,,
9/10/19,-60,T2 - MACQUARIE NORTH RYDE NS AUS Card xx6201 Value Date: 05/10/2019,,,,
9/10/19,-35.19,TURRAMURRA SUPERMARK TURRAMURRA NS AUS Card xx6201 Value Date: 05/10/2019,,,,
9/10/19,10.31,Return TURRAMURRA SUPERMARK TURRAMURRA NS AUS Card xx6201 Value Date: 05/10/2019,,,,
8/10/19,-94.99,Direct Debit 142619 TPG Internet DJA80LLMYFN-03JWSW,TPG,TPG,Internet,
8/10/19,-13.9,MAD MEX FRESH MEXICA SYDNEY AU Card xx6201,MadMex,MadMex,Restaurant,
8/10/19,-10.62,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 05/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
7/10/19,-286.98,Direct Debit 372582 Nissan Financial 00432222C026218024,Nissan,Nissan,Car,
7/10/19,-1942,Loan Repayment LN REPAY 697448517,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
6/10/19,-9.45,MCDONALDS KVILLE NTH KELLYVILLE NSWAU,McDonalds,McDonalds,Restaurant,
5/10/19,-125.94,DAVID JONES LIMITED MACQUARIE PARAU Card xx6201,DavidJones,DavidJones,Shopping,
5/10/19,-9.6,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 04/10/2019,TransportForNSW,TransportForNSW,PublicTransport,
4/10/19,-1.5,WOOLWORTHS W1103 LANE COVE AU Card xx6201,Woolworths,Woolworths,Groceries,
4/10/19,-3000,Transfer to xx4024 NetBank temp saving,xx4024,CBA-OffsetAccount,Saving,
4/10/19,-1000,Transfer to xx4024 NetBank Saving October,xx4024,CBA-OffsetAccount,Saving,
4/10/19,-1998.11,Transfer to xx2892 NetBank CRDTBLLDUE07OCT19,xx2892,CBA,CreditCardRepayment,
28/4/19,-274,SYDNEYS PLANT MARKET     ANNANGROVE  NSW,SydneyPlantMarket,SydneyPlantMarket,House-Gardening,
2/10/19,-45.5,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
1/10/19,-6.89,TRANSPORTFORNSW TAP SYDNEY AUS Card xx6201 Value Date: 28/09/2019,TransportForNSW,TransportForNSW,PublicTransport,
1/10/19,-5.98,Debit Interest,DebitInterest,DebitInterest,Interest,
1/10/19,-0.08,Debit Interest Adjusted Value Date: 01/09/2019,DebitInterest,DebitInterest,Interest,
30/9/19,-35,Direct Debit 085236 MISSION AU MISAUS2531016463,MissionAu,MissionAustrlia,Charity,
30/9/19,10215.01,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
30/9/19,500,Transfer from xx0322 NetBank,Transferfromxx0322NetBank,NetBankSaver,Saving,
29/9/19,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
27/9/19,-1.8,WW TOWN HALL W1248 SYDNEY AU Card xx6201,,,,
26/9/19,27.72,Direct Credit 401507 CBA FNL DIV 001231464549,,,,
26/9/19,-17,MARALL GROUP PTY LTD CASTLE HILL NS AUS Card xx6201 Value Date: 22/09/2019,,,,
26/9/19,-146.91,DEPARTMENT OF HOME AFF SOUTHPORT AUS Card xx6201 Value Date: 25/09/2019,,,,
26/9/19,-146.91,DEPARTMENT OF HOME AFF SOUTHPORT AUS Card xx6201 Value Date: 25/09/2019,,,,
25/9/19,-2139.74,Home Loan Pymt NetBank Loan Payment Sep19,loanpayment,CBA-LoanRepayment,House-Mortgage,
25/9/19,1000,Transfer from xx0322 NetBank SAVEBACK4HLSEP19,Transferfromxx0322NetBank,NetBankSaver,Saving,
25/9/19,500,Transfer from xx0322 NetBank 500,Transferfromxx0322NetBank,NetBankSaver,Saving,
23/9/19,-286.98,Direct Debit 372582 Nissan Financial 00432222C026027295,Nissan,Nissan,Car,
23/9/19,-152.46,Outstanding CBA loan payment,loanpayment,CBA-LoanRepayment,House-Mortgage,
20/9/19,-5,Unpaid Payment Fee Value Date: 19/09/2019,paymentfee,CBA-Fee,BankingFees,
20/9/19,2395,Return 19/09/19 Loan Repayment LN REPAY 696849781 Value Date: 19/09/2019,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
19/9/19,-2395,Loan Repayment LN REPAY 696849781,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
